KEY,AggLoadID,AggTotalRev,AggLdCost,AggLdMiles,AggOrgZip,AggDstZip,MARGIN_RANK,MustTakeFlag
^REYES LOGISTIC SOLUTIONS LLC_53224_55121,46479730,872,572,357,53224,55121,1,
^REYES LOGISTIC SOLUTIONS LLC_53224_55121,46479733,872,572,357,53224,55121,2,
ACKERMAN MARKETING INC_58012_47102,46475671,2185,1531,925,58012,47102,1,
ACKERMAN MARKETING INC_58012_47102,46475669,2185,1531,925,58012,47102,2,
ACKERMAN MARKETING INC_56754_47102,46480322,2350,1561,964,56754,47102,1,
ACKERMAN MARKETING INC_47102_58012,46473843,1985,1550,932,47102,58012,1,
KINEXO_55376_77002,46479876,3235,1933,1228,55376,77002,1,
KINEXO_55376_77002,46473327,3235,1933,1228,55376,77002,2,
KINEXO_46206_55374,46471574,1280,1038,623,46206,55374,1,
PEPSI CONCENTRATE NACO_75050_55337,46476947,2326,1491,944,75050,55337,1,
PEPSI CONCENTRATE NACO_75050_55337,46475066,2326,1491,944,75050,55337,2,
PEPSI CONCENTRATE NACO_75050_56003,46475071,2397,1475,935,75050,56003,1,
HUNT ADVANTAGE GROUP LLC_60031_27545,46477171,3558,1516,862,60031,27545,1,
HUNT ADVANTAGE GROUP LLC_60031_27545,46480060,3558,1516,862,60031,27545,2,
HUNT ADVANTAGE GROUP LLC_60031_27545,46475525,3558,1516,862,60031,27545,3,
SARA LEE_62305_27886,46474728,3094,1727,1025,62305,27886,1,
SARA LEE_62305_27886,46474729,3094,1727,1025,62305,27886,2,
SARA LEE_62305_27886,46474726,3094,1727,1025,62305,27886,3,
VIKING COCA-COLA BOTTLING CO_58501_56303,46477850,900,625,369,58501,56303,1,
VIKING COCA-COLA BOTTLING CO_58501_56303,46480605,900,625,369,58501,56303,2,
MILK SPECIALTIES GLOBAL_55350_60446,46474347,1090,842,484,55350,60446,1,
MILK SPECIALTIES GLOBAL_55350_60446,46473566,1090,842,484,55350,60446,2,
BONGARDS CREAMERIES_56573_38343,46474355,2963,1646,1046,56573,38343,1,
BONGARDS CREAMERIES_56573_38343,46474388,2963,1646,1046,56573,38343,2,
^AFN LLC_53140_55060,46478076,970,572,356,53140,55060,1,
^AFN LLC_53140_55060,46480724,970,572,356,53140,55060,2,
UNITED SUGAR_58075_63042,46479866,1927,1319,751,58075,63042,1,
